text,label
왜 첫 사랑 과 비슷 한 여자 를 보 면 호감 이 생기 는 거 지 ㅜㅜ,sadness
이거 어떻게 해야 하 나요 ㅠㅠ,sadness
헤어지 고 어떤 일 때문 에 어쩔 수 없이 봐야 해요,sadness
아 심란 하 네,sadness
알레르기성 비염 으로 고생 하 고 있 어요,sadness
괜찮 아 참 을 수 있 어,sadness
발 이 땅 에 닿 으면 그냥 아파 ㅠㅠ,sadness
힘드 네요,sadness
참 아도 머리 속 에서 는 계속 생각나 미치 겠 어요,sadness
그래서 저 도 포기 하 고 한 달 정도 됫습니다,sadness
마치 나 들으라고 한 듯 한 게 고 민요,sadness
고깃집 일 일 했 는데 그만두 고 싶 어 ㅠㅠ,sadness
난 재 입대 를 생각 했었 다,sadness
참으로 힘들 었 습니다 ㅠㅠ,sadness
자극 사진 이나 조언 좀 요 ㅠㅠ,sadness
ㅠㅠ 다른 사람 들 경험담 듣 고 희망 고문 이 라도 하 고 싶 어요,sadness
어제 과음 해서 지금 죽 게 따 ㅠㅠ,sadness
다른 방법 이 없 을까요,sadness
서로 앞 으로 더 힘들 어 질 거 알 고 못 만나 는 게 죽 도록 힘드 네요,sadness
남자 친구 랑 헤어진지 한 달 반 정도 되 었 구 그 이후 로 계속 제대로 된 잠 을 못 잤 어요,sadness
키 가 클 거 여서 인기 가 많 았 던 걸까,sadness
힘들 다 잡 아도 안 잡히 겠 지,sadness
진짜 하 고 싶 어서 미칠 거 같 아요 ㅠㅠ,sadness
못 생겨서 서럽 다 진짜,sadness
지금 볼일 보 고 집 에 들어왔 는데 자꾸 생각 남,sadness
헤어진지 개월 지난 이 시점 뭐 하고 사나 궁금 해서 sns 들어가 보 니 커플 화 를 신고 사진 을 찍 었 더라구요,sadness
체질 상 땀 이 많 은데 여름 의 시작 이 ㅜㅜ,sadness
제 가 꼭 살 을 뺴 고 싶 어서 다이어트 팁 좀 주 셀 요 ㅠㅠ,sadness
하루하루 의 미 부여 하 는 나 도 참 문제 많 다,sadness
고수 님 들 제 몸 을 어찌 해야 될 지답 좀 내려 주 세요 ㅜㅜ,sadness
성적 좀 올려라,sadness
효도 하 며 노력 하 면 잘 살 거 라고 생각 해 학생 신분 으로 최선 을 하 고 있 었 는데 이제 놓 고 싶 어 집니다,sadness
조언 좀 부탁 드려요,sadness
저 는 상체 비만형 이 라 엉덩이 위 로 정말 하,sadness
아 ㅏㅏ몸이 지친다,sadness
얼마나 더 아파해야 할까,sadness
지금 은 공부 고민 이 에요,sadness
인간 관계 가 너무 힘듭니다,sadness
제 가 첫째 라서 더 힘드 네요,sadness
우울증 으로 약도 복용 중 인데요,sadness
비 만 맞 아 여,sadness
기침 은 안 하 는 데 숨 은 약간 씩 차 고,sadness
저 는 너무 괴롭 게 살 고 있 어요,sadness
엄청 힘들 지,sadness
뭐 해묵 을 게 없 으 요 어쩌 죠,sadness
제 가 다리 가 다리 인데 특히 오른쪽 다리 가 좀 심하 데 휘 어 잇 어요 오른쪽 골반 도 많이 아프 구요 ㅠㅠ,sadness
콕 쑤시 는 듯 한 통증 도 있 구요 설사 할 것 같 은 배앓이 도 있 다 사라지 구요,sadness
아등바등 사 는 것 도 지친다,sadness
저 는 정말 집중력 이 부족 합니다,sadness
일 째 하 고 있 는데 허벅지 가 찢어지 는 것 같 아서 ㅠㅠ,sadness
내 가 언제 쯤 널 놓 을 수 있 을지,sadness
차라리 한 살 이라도 빠를 때 정규직 인 곳 을 알아보 는 게 나 을까요,sadness
그 사람 지금 도 계속 생각나 지우 고 싶 다,sadness
정말 하루하루 너무 힘들 게 버티 고 있 습니다,sadness
매일 무기력 합니다,sadness
모든 엄마 들 이 이렇게 두 돌 까지 힘들 게 소고기 해 먹이 시 나요,sadness
썩 은 거 같 아요,sadness
눈떠 있 을 땐 한 시간 도 안 되 서 밥 달 라고 울 고 그러 네요,sadness
이젠 진짜 차라리 대 기업 생산직 들어가 서 돈 왕창 벌 까,sadness
하지만 된다는 보장 이 있 는 게 아니 니 고민 이 됩니다,sadness
의사 들 도 초음파 해 봐야 애 가 있 는지 없 는지 아 는데 답답 해서 적 어 봤 으 ㅡㅡ,sadness
그저께 부터 가슴 만 지 면 가슴 전체 통증 있 구요,sadness
저번 에 는 하루 만 에 시간 근무 했 어요 늦 어서 ㅋㅋㅋ ㅋㅋ ㅋㅋ,sadness
의자 에서 라도 눈 좀 붙 어야 할 듯,sadness
혼자 가 는 길 너무 힘들 잖아요,sadness
생리통 도 있 고 요 작년 까지 는 괞찮었어어요,sadness
개 쓰레기 다 나 는 재 활용 도 안 되 는,sadness
사랑 보다 가족 의 정 이 더 깊 어서,sadness
지금 번 째 인데 미칠 거 같 아요 ㅋㅋㅋ,sadness
가만히 있 어도 쓰라리 고 말 로 표현 할 수 없 을 정도 로 아파요,sadness
수업 을 너무 많이 빠져서 거의 다 f 를 받 게 생겼어요,sadness
전 여자 친구 에게 큰 상처 를 받 았 고,sadness
나 도 지친다,sadness
어쩌 죠 ㅜㅜ,sadness
그럼 한 달 월급 이 얼마 정도 인가요 ㅠㅠ,sadness
제 가 서운 해 하 는 게 이상 한 건가요,sadness
팔 이 떨리 고 저리 고 ㅠㅠ,sadness
새들 어 고민 이 너무 많 아요,sadness
살려줘,sadness
그러 다 보 니 하루 종일 우울 하 고 할 일 없 어도 해야 하 는 척 눈치보 는 게 너무 힘듭니다,sadness
어뜨케 해야 잘 하 는 거 죠,sadness
어떻게 하 면 이 두 달 을 우울 하 지 않 게 보낼 수 잇 을까요 ㅠㅠ,sadness
잊 으려고 노력 하 진 않 는 건가 잊혀 지 질 않 는 건가,sadness
제 가 못 된 건가요,sadness
어떻게 극복 해 나가 야 됩니까 ㅜ,sadness
필요 한 것 들 을 챙겨 줘야 하 는데 뭔지 몰라서 요 ㅠㅠ,sadness
알 바 하 고 왔 는데 지금 머리 가 띵한 게 열나 는 거 같 기 고 하 고 ㅠㅠ,sadness
연애 너무 어렵 네요,sadness
좀 걱정 되 요 ㅠㅠ,sadness
진짜 힘드 네 영 ㅜㅜ,sadness
아 어떻게 해야 하 나요,sadness
나 는 이렇 고,sadness
매일 아침 에 자 고 어 흐흑 밤 낮 바 껴서 쩝,sadness
다른 분 들 은 어떻게 스트레스 푸 시 나요,sadness
공부 만 해도 시간 없 는데 참,sadness
하체비만 인 데 다가 다리 모양 도 안 이뻐서 너무 스트레스 받 네요,sadness
이렇게 그리운 게 이렇게 아픈 게 사랑 이 었 다고,sadness
낙오자 가 된 것 같 고 답 이 없 네요,sadness
사실 지금 부터 어떻게 준비 해야 될지 모르 겠 어요 제발 도와 주 세요,sadness
처음 한달 정도 는 음식 조절 도 많이 했었 는데 나중 에 는 먹 는 걸로 너무 스트레스 받 아서 그냥 먹 고 운동 으로 거의 뺐 어요,sadness
아 정말 스트레스 네요,sadness
사귄 지 달 밖에 안 됐 는데 확 헤어질까 싶 다가 도 돌 겠 다,sadness
이 감당 이 안 되 는 머릿속 에 생각 의 소용돌이 를 그만 멈추 고 싶 어요,sadness
이틀 동안 장례식장 다녀오 느라 잠 도 못 잣 다,sadness
시 에 정산 끝내 고 집 왓 네요,sadness
이건 뭐 폐인 되 겠 어,sadness
이유 도 모르 겠 어요,sadness
재석 빠 ㅡㅡ강호동에게 맞 을 때 마다 가슴 이 아픕니다 ㅡㅡ쿵,sadness
쭉 날 이 선 너 의 성격 은 감당 하 기 힘들 거 같 아,sadness
어디 서 만나 야 할까요,sadness
말 로 만 으로 가 아닌 행동 을 말 하 고 있 지만 하 지 않 고 있 어서 고민,sadness
근데 매물 이 없 는 게 고민 ㅠㅠ,sadness
딱히 알레르기 도 없 는데 왜 이러 는지 ㅠㅠ,sadness
그래서 그런지 남자 친구 군대 보낸 여자 를 건 드 는 게 남자 답 지 못한 생각 도 들 고,sadness
계속 하 는 게 답 일지 아닐지 참 고민 입니다,sadness
괜히 부끄럽 고 그걸 안 하 면 괜히 내 가 죄인 되 는 기분 이 드 네요,sadness
요즘 너무 스트레스 받 아서,sadness
아 그냥 결혼 전이 라 심란 하 네요,sadness
정말 스트레스 입니다,sadness
저 미칠 꺼 같 습니다 ㅠㅠ,sadness
가 서 푹 자 면 감기 가 다 나 으려나,sadness
제 가 다이어트 일 짼데 떡볶이 가 너무너무 먹 고 싶 은데 ㅜ,sadness
또는 항상 자신 감 이 없 고 소심 함,sadness
피토 할 것 같 음,sadness
민소 매입 을 때 저 부분 때문 에 신경 쓰여요 ㅠ,sadness
대구 인데 너무 추워서 고민,sadness
제 가 지금 성적 이 좀 안 좋 은데,sadness
여자 친구 가 불안 해 하 는 거 같 아요,sadness
직원 쓰 는 게 힘들 더라구요,sadness
지금 은 요요 가 와서 키 로 정도 가 다시 쪘 습니다,sadness
게임 보다 유게 가 끊 기 가 힘들 다,sadness
꽤 많 은 양 배 도 생리통 처럼 살살 아프 구요,sadness
마리오 카트 할 때 도 어지러움 을 약간 느껴요 왜 이런 거 죠,sadness
인생 참 너무 어려워요,sadness
아직 도 전 남자 친구 한테 벗어나 지 못해서 힘드 네요,sadness
하,sadness
답답 해서 여기 에 적 어 봅니다,sadness
새로운 사람 과 헤어지 고 나 면 항상 생각나 는 전 여자 친구 가 있 어요,sadness
ㅋㅋㅋ ㅋㅋ 진짜 힘들 다,sadness
보 고 싶 음 같 은 거 어떻 게 극복 하 셨 나요,sadness
목도 완전 아프 고 어지럽 고 가 래도 자꾸 나오 고 코 도 막히 네여 ㅠㅠ,sadness
문제점 은 제 가 유머 도 없 고 매일 따분 한 얘기 회사 일 만 하 다 보 니 질려 하 더라고요,sadness
아니면 그 행복 을 없애 고 다른 행복 을 찾 아 주 어야 할까,sadness
지금 까지 임신 생활 잘 해 오 다 막달 되 니 붓 는 증상 에 불면증 에,sadness
쓴 소리 좀 해 주 세요,sadness
명 정도 되 는 같 은 반 아이 들 과 지내 는 것 도 힘들 어요,sadness
진짜 너무 힘들 어요,sadness
나 도 미치 겠 어,sadness
그래서 오늘 하루 종일 생각나 고 그랬 어,sadness
우울증 걸려 뒤질 것 같 다,sadness
gs 에서 일 한지 시간 이 꽤 되 서 긴가 민가 하 네요,sadness
남편 의 무 관심 과 홀 대로 두 달째 별거 중 입니다,sadness
나 만 바라보 고 있 는 데 모르 겠 다,sadness
에휴,sadness
진짜 이 남자 가 마지막 남자 고 결혼 까지 생각 했 던 터 라 너무 힘드 네요,sadness
청소년기 에 나 있 었 을 법 한 갈증 을 아직 까지 가지 고 있 어서 고민,sadness
시간 씩 하 는데 병원 안 에 있 어서 손님 도 대박 많 고 매장 도 커서 힘들 어요 ㅠㅠ,sadness
이 동네 떠나 야 하 는 거 아니 냐 능,sadness
제 가 어떻게 하 면 다시 사귈 수 있 을까요,sadness
제 가 정말 하 고 싶 은 노래 가 있 어서 노래 부르 면서 기타 치 게 예전 에 한 달 연습 하 다 관 둔 기타 를 다시 연습 하 려 하 는데 정말 힘드 네요,sadness
근데 너무 보 고 싶 다나 바보 같 지만 너 가 다시 돌아오 길 바라 고 있 어,sadness
그래서 막 전화 하 고 싶 고 톡 하 고 싶 고 나 혼자 설레 니까 힘들 어,sadness
너무 안 가리 면 욕먹 을까 봐 좀 가렸 더니 더 욕먹 었 네요 ㅜ,sadness
책상 에서 할려 니 허리 도 아프 고 잠 도 쏟아져서 요,sadness
일정 도 만난 살 연상 남자 친구 가 있 는데요 요즘 들 어 참 마음 이 싱숭생숭 하 네요,sadness
저 는 키 가 크 고 싶 은데 아무리 노력 해도 안 되 더라구요 ㅠㅠ,sadness
그냥 죽 어 버려서 편히 쉴까 라는 생각 도 들 구요,sadness
빨리 외우 고 좀 잘 외워 지 는 방법 은 없 을 것 같 고,sadness
저 만 혼자 무겁 게 생각 하 는 건지 별거 아닌데 눈치보 고 스트레스 받 네요,sadness
고등학교 까지 는 포항 에서 다니 다가 대학교 를 경기도 에서 다녔 는데 다니 는 중 에 울산 으로 이사 를 했 어요,sadness
안녕 하 세요 상체 만 보 면 인데 하체 가 인 ㅠㅠㅠ,sadness
저 혼자 아기 보고 집안일 하 고 너무 힘들 고 지치 네요 ㅠㅠ,sadness
맘고생 해서,sadness
저 는 아무것 도 아닌 존재 였 다는 생각 때문 에 하루하루 너무 힘들 어요,sadness
더 힘 내 야죠,sadness
근대 결코 반대 라고 남자 친구 가 삐지 고 난리 에 요,sadness
그거 볼땐 잘 살 다가 도 바뀔 때 마다 와르르 무너지 는 제 자신 이 너무 힘들 었 거든요,sadness
힘들 어요 휴,sadness
뭔가 외로워 지 고 여자 친구 가 멀 게 느껴져요,sadness
늘씬 해서 뒷 태 만 보 고 남자 들 이 쫓아올 정도 로 몸매 를 관리 하 랰,sadness
원래 대로 라면 시 에 퇴근 해야 하 는 야간 피 돌이 임,sadness
제 가 예민 한 건가요,sadness
어떻게 나 벌써 피곤 해 ㅠㅠ,sadness
물 이 안 나오 네요,sadness
일 날 가 입소 해서 이제 훈련 첫 주 차 를 찍 고 있 는데,sadness
그래도 버티 고 있 다고,sadness
그래서 오늘 헤어지 자 했 습니다,sadness
내 가 지금 뭘 하 고 있 나,sadness
이럴 때 어떻게 해야 할까요,sadness
비밀 상담 입니다,sadness
좀 힘드 네,sadness
선착순 으로 입학금 을 입금 하 는 사람 부터 입학 된다고 하 던데 조마조마 합니다 ㅠㅠ,sadness
근데 왜 전 헤어진 다음 날 로 돌아온 거 죠 ㅠㅠ,sadness
밥 을 안 먹 고 일 하 니까 넘 힘드 네요,sadness
후 고민 입니다,sadness
가끔 식 기억 이 사라지 는 게 고민 돌 겠 음,sadness
아직 가슴 을 누르 면 모유 는 나옵니다 ㅜㅜ 걱정 이 네 용,sadness
어짜피 야간 알 바 때문 에 월요일 수업 싹 뺄려고 하 긴 했 지만,sadness
제 가 포기 해야 될까요,sadness
어떻게 다가갈 지 고민 인데,sadness
여자 친구 랑 도 꺠지고 아 진짜 너무 답답 하 다,sadness
제 가 못 잊 어서 그런 거 겠 죠,sadness
힘들 게 하 고 싶 지 않 았 다,sadness
콧물 이 계속 있 어서 머리 아프 고 너무 신경 쓰여 코 도 아프 고 ㅜㅠㅠㅠ,sadness
어제 밤 부터 어금니 가 아픕니다,sadness
제 가 상처 받 기 싫 으면 연락 그만 해야 되 는 거 죠,sadness
당장 내일 이 면 또 마주치 는데 하,sadness
지금 방구석 에서 뒤집 어 져 있 다니,sadness
와 죽 을 거 같 다,sadness
야식 이 문제 에 용 ㅠㅠ,sadness
팔목 부터 시작 해서 발목 무릎 안 쑤시 는 곳 이 없 어요 ㅠㅠ,sadness
폭식증 이 왔어요,sadness
아니면 성형 을 해야 하 나요 ㅠ,sadness
목 이 많이 아파요,sadness
빈 털털이 가 되 어서 돌아왔 거든요 그럼,sadness
휴 `> 요세 몇 일간,sadness
개월 동안 기다렸 습니다,sadness
저 는 야자 도 째 고 그렇 고 있 지만 연아 선수 보 면서 반성 많이 하 고 있 습니다,sadness
올 시즌 시련 도 많 았 지만,sadness
와 진짜 오늘 오빠 만 생각나 는 밤 이 야 정마 류 ㅠㅠ,sadness
이제 는 믿음 이 라는 것 이 없 어 지 는 나라 가 되 는 게 아닌지,sadness
제발 문 좀 열 고 숨 도 쉴 수 있 으면 좋 겠 어요,sadness
중국 놈 들 아 너 네 먼지 는 너 네 가 알 아서 처리 좀 해라 어쩜 이렇게 미개 하 지 국민 성 이,sadness
갈 때 가 시더 라도 제발 아부 다비 나 두 바이 쪽 경유 좀 하 지 마 셈 출장 가 려고 하 니 표 가 없 어요 에 혀,sadness
이제 저 기술 도 대 기업 이 쏙 빼먹 겠 지,sadness
엘지 폰 은 햇빛 아래 화면 이 잘 안 보이 는 게 불편 함,sadness
상가 월세 가 느 ㅁ 느 무 비싸 서 노예 가 따로 없 는 자 영업자 될까 봐 년 째 고민 중,sadness
목 아파 뒤질 꺼 같 다 진심 ㅠㅠ,sadness
차라리 더운 게 낫 지,sadness
어쩐지 자 고 나 면 아파,sadness
이제 는 하,sadness
부모 가 잘 모르 고 먹이 게 냅두 니까 먹인 거 지,sadness
동물 이 판치 는 세상 이 다,sadness
한국인 이 없 어 천만다행 이 지만 이런 일 좀 안 일어났 으면 ㅜ,sadness
점점 낭떠러지 끝 으로 달려가 는 기분,sadness
다리 골절 되 면 다리 한쪽 당 만 원,sadness
내 가 죽 어도 여한 없 게,sadness
챙피 하 다,sadness
평생 모으 지 도 말 고 다 써야 한다는 건가,sadness
년 쩨 바꿀까 말 까만 고민 중,sadness
오늘 따라 신경 안정제 가 땡기 는 밤 이 네요,sadness
보험 사 총무 나 보험 대리점 총무 로 계신 분 있 나요 있 으시 면 댓글 좀 달 아 주 세용 ㅠㅠ,sadness
살려줘 배고파서 잠 이 안 왘ㅋㅋ,sadness
답장 더 이상 안 하 겠 대요,sadness
아 근데 저 는 낮 가림 도 심하 고 아휴,sadness
기렸 다가 잊 어 보 려다가 그래도 당신 을 사랑 해서 놓 을 수 가 없 더라구,sadness
아무리 생각 안 하 려 해도 잊혀 지 지 않 는다,sadness
댓글 알 바 솔직히 힘 만들 고 돈 도 별로 못 받 음더 좋 은 알바 없 나,sadness
계속 고민 되 네요,sadness
많이 힘드 네요,sadness
아 진짜 미치 겠 습니다요,sadness
참고 로 정말 진지 하 게 고민 중 임 ㅜㅜ,sadness
제 가 줄임 말 도 마니 쓰 고 글씨 도 안 좋 고,sadness
저 처럼 출산 후 배 가 아프 셨 던 분 없 으신 가요,sadness
처음 걸려 봐서 정말 괴롭 네요,sadness
제발 답변 좀 해 주 세요 ㅠㅠ,sadness
넌 내 가 얼마나 힘들 었 는지 알 거 야,sadness
하 힘들 다,sadness
아 죽 고 싶 다 아,sadness
교무실 로 오 면 저 진짜 죽 어요 ㅠㅠ,sadness
정말 걱정 이 네요 ㅜ,sadness
그렇 다고 딴 데 보 면서 계산 하 면 더 웃기 고,sadness
아직 제 가 어려서 그런가요 ㅜㅜ,sadness
이래서 차이 면 자존 감 이 낮 아 지 는구나,sadness
사랑 하 는데 떳떳 하 지 못한 게 얼마나 힘든지 아냐,sadness
미쳐 버리 겠 어요,sadness
두 달 간 사람 사 는 게 아닐 만큼 힘들 었 구요,sadness
돌 아 버리 겠 따,sadness
어떻게 하 면 건강 하 게 살 뺄 수 있 을까요,sadness
친구 라고 하 는데 전 이 해 못하 겠 어요 ㅠㅠ,sadness
진짜 님 들 이 맡아보 시 면 기절 할 거 에요,sadness
그리고 헤어질 상상 하 면 너무 슬프 고 힘든데,sadness
제 가 헤어지 자 그래 놓 고 왜 이러 는 건지 모르 겠 네요,sadness
붕가 파워 가 솟구치 는 느낌 쓸 데 가 없 어서 괴로움 ㅠㅠ,sadness
과 씨 씨 여서 자주 마주치 는데 이게 정말 너무 힘들 어요,sadness
갑자기 아파서 고민 임,sadness
작작 하 지 않 음 비참 한 거 티나 여,sadness
근데 꿈 이 어서 고민,sadness
저 도 이런 글 쓰 는 거 무지 불편 한데요,sadness
사소 한 다툼 으로 남자 쪽 에서 헤어지 자고 했 는데,sadness
돼지 에 요,sadness
진짜 너무너무 아파요,sadness
면접 스트레스 ㅠㅠ,sadness
살 기 싫 어,sadness
자리 가 없 어서 시간 동안 서 서 갔 네요,sadness
너무 힘듭니다,sadness
아프 네요,sadness
그렇 다고 보내 자니 안 보 고 살 자신 도 없 어요,sadness
그냥 영원히 꿈 만 꾸 고 싶 다 ㅜ,sadness
고민 이 잇 어 이렇게 올립니다,sadness
오늘 도 프 사 보 고 싶 은 거 꾹 참 았 다,sadness
또 게임 이 시작 돼 면 희 얼 을 느끼 고요,sadness
배 가 나와서 정장 은 입 기 도 힘들 고 원피스 를 입 어야 하 는데,sadness
너무 질투 나 서 미쳐 버리 겟 습니다 ㅜㅜ,sadness
집 에 도 돈 이 없 어서 못 돌아가 는 데 어쩌 죠,sadness
층간 소음 이 소음 인가 봐,sadness
일 하 는 건 너무 힘든 거 같 습니다,sadness
시어머님 도 맨날 저 일 시키 고 죽 겟 어요 ㅠㅠㅠ,sadness
현실 적 으로 얼마나 힘든지,sadness
살찌 면 키 가 안 큰다는 데 혹시,sadness
이제 는 저 도 지쳐서 애정 이 식 어 가 네요,sadness
이젠 백수 개월 접어드 니 힘드 네요,sadness
인간 관계 로 너무 힘들 어서 자퇴 하 고 싶 다,sadness
그리구 식단 어떻게 하 는지 도움 좀 주 세요 ㅠ,sadness
집안 내력 도 좀 있 는 거 같 은 데 빼 는 법 좀 ㅠㅠ,sadness
다른 분 들 에 비해 별거 아니 지만 ㅠㅠ,sadness
전 어떻 해야 되 죠,sadness
저 같 은 놈 도 오 라는 회사 가 잇 네요,sadness
원래 다니 던 병원 에 병원 옮기 겟 다 하 면 싫 어 하 겠 지요,sadness
다시 는 연락 하 지 않 겠 다고 말 하 고 헤어졌 는데 미치 겠 습니다,sadness
평소 에 는 괜찮 아서 그냥 두 었 는데 마음 이 편치 않 아 이렇게 글 을 올립니다,sadness
저 도 힘들 긴 하 지만,sadness
회계 직원 이 회계 마감 때문 에 어찌나 엄살 을 피우 는지 듣 기 괴롭 네요,sadness
내 가 더 힘들 까 오빠 가 더 힘들 까,sadness
취업 하 기 도 힘든데,sadness
다이어트 는 혼자 하 는 거 자체 가 진짜 힘든 거 같 아요,sadness
특히 남자 들 이 더 무서워요 ㅠㅠ,sadness
다른 걸 할까 합니다,sadness
한 번 더럽 다고 어렴풋이 느껴도 무조건 닦 아야 됨,sadness
저 도 사람 인데,sadness
다시 만난다 해도 이젠 나 도 자신 이 없 는데 왜 자꾸 니 가 보 고 싶 지,sadness
이렇게 나마 여쭤 봅니다 ㅠㅠ,sadness
나 지금 정말 너무 힘들 어서 그러 는데 아빠 한테 말씀 드려야 될까,sadness
군인 들 은 뭘 사 가 야 좋 아 할까요 ㅠㅠ,sadness
으아 코 막혀 죽 겠 네요,sadness
아 이온 업데이트 해 달 라는 데 ㅠㅠ,sadness
조언 좀 부탁 해 ㅠㅜㅠㅠ,sadness
그냥 늦 는다고 만 보내 셨 으면 좋 겠 어요 ㅠㅠ,sadness
이번 무릎 도 지금 개월 째 인데 여전히 아픔,sadness
우리 정말 사귀 는 걸까 ㅠ,sadness
저 랑 헤어지 고 첫 달 은 놀러 간 사진 놀러 도 자주 다니 고,sadness
하루 종일 고민 중 이 거든요,sadness
진짜 기다리 는 시간 이 분 이 분 이 아닌 거 같 아요 ㅠㅠ,sadness
그저 오래 살 고 싶 다는 생각 이 들 지 않 습니다,sadness
죽 고 싶 다방구 뿡 먹 은 건 있 나 방구 만 나오 고,sadness
저 같 은 경우 에 지금 쉬 고 있 는데 하루하루 가 정말 지옥 같 네요,sadness
근데 여자 친구 가 제 월급 을 자기 가 관리 하 고 싶 어 하 는데요,sadness
정말 힘드 네요,sadness
퍼질 대로 퍼지 고 미 추 어 버리 겠 네,sadness
안 나가 야지 너무 피곤 하 다 시간 넘 게 일 하 고 지금 들어옴,sadness
너무 힘들 어서 말 할 게,sadness
어떻게 하 면 빨리 잊 을까요,sadness
놓치 기 싫 어서 억지로 붙잡 고 있 는데 너무 힘드 네요,sadness
오늘 하루 는 좀 힘들 것 같 다,sadness
한 달 기준 으로 맨날 오 면 포장 하 기 전 에 쓰러질 듯,sadness
남편 과 고민 끝 에 세 가지 를 정했 는데 어떤 게 좋 을지 아직 고민 중 이 예요 ㅠㅠ,sadness
답답 해서 글 남겨 봅니다,sadness
아아악 미치 겠 어요,sadness
조금 자 다 깨 서 또 힘주 고 안 나오 면 울 고 ㅜㅜ,sadness
궁금 해서 묻 고 싶 지만 대답 을 안 해 줄 거 같 아서 고민 ㅜㅜ,sadness
저희 아들 래미 태어나 고 다음 날 병원 에서 아가 사진 찍 어 준 것 이 에요 ^ ^ 스님 같 아요 ㅜㅜㅜ,sadness
좀 자괴감 도 들 고,sadness
생활 패턴 바뀌 니까 미치 겟 네여 낮 에 자 고 밤새 일 하 고,sadness
저 는 임신 이 잘 안 돼서 고민 중 입니다,sadness
근데 그때 의 기억 때문 에 계속 너무 힘드 네요,sadness
너무 힘들 어,sadness
쇼핑몰 보 다가 진짜 충격 먹 었 어요,sadness
넘 힘들 어서 그만두 려 하 는데,sadness
사실 많이 힘들 었 어요,sadness
오래 사귀 면서 힘들 때 가 한두 번 이 아닌데요,sadness
너무 우울 하 구 불안 해요,sadness
두 시간 근무 시간 이 늘어나 니 힘드 네요,sadness
걱정 되 기 도 하 고 ㅠㅠ,sadness
저 도 나름 열심히 해 볼려고 노력 중 인데,sadness
그게 불 가능 하 고 힘드 니,sadness
어쩌 져 ㅜㅜ,sadness
숫기 도 없 고 뭐 잘 하 는 것 도 없 어요,sadness
약속 은 지켜야 지 힘드 네요,sadness
이성 이 없 으면 알 지 결국 알콜 중독 주변 사람 피해 건강 돈 낭비 지켜보 는 사람 은 고문 수준,sadness
허벅지 너무 아파서 다리 풀 어 주 다가 해야 될 것 같 아요 ㅠㅜ,sadness
너무너무 힘들 다,sadness
현재 경력 은 딱히 경력 이 라 하 기 도 좀 뭐 하 고 ㅠ,sadness
이 권태기 도 달 됫는데 사라지 지 않 네요,sadness
경차 는 절대 안 된다 하 구 아반떼 도 안 된대요,sadness
너무 고민 되 네요,sadness
아니면 그냥 포기 가 먼저 인 건지,sadness
무조건 안 된다 라고 하 면 너무 옥죄이 는 것 같 고,sadness
아난 개월 정도 됐 는데 요즘 들 어 부쩍 피곤 하 네요,sadness
딱히 딴 곳 도 없 는 거 같 아서 고민,sadness
ㅂ ㄹ 과 ㄱ ㅊ 붙 어 있 는 양 사이 가 가려워 미치 겠 어요,sadness
취업 하 기 도 너무 힘들 고 벅찹니다,sadness
방귀 만 꼈 다 싶 으면 죽 을 정도 로 고통 스러운데,sadness
그 동안 의 감춰왔 던 힘든 부분 이 한꺼번에 저 를 덮쳐 와서 요,sadness
이번 설 에 어떻 게 할지 고민 입니다,sadness
여러모로 마음 이 혼란 스럽 네요,sadness
저 는 일단 문과 인데 커서 뭐 할지 를 모르 겠 어요,sadness
막달 들어서 면서 붓 기 가 너무 심하 네요,sadness
도대체 얼마나 운동 을 해야 하 는 거,sadness
그래서 미리 말씀 드려 놓 구 싶 어서요 ㅜ,sadness
또 화내 면 친구 우정 깨 질 수 도 있 을 것 갔 고,sadness
여 워 져서 고민,sadness
다 들 적금 얼마 씩 넣 나요 ㅠㅠ하,sadness
진짜 이러 다가 내 가 미치 는 게 아닐까 생각 마져 해요,sadness
친구 들 한테 도 다정히 말 을 잘 못 하 겠 더라고요,sadness
잠은 자야 함 ㅠㅠ,sadness
어쩜 더 니 생각 이 나 서 힘들 지 도 모르 겟 어,sadness
다이어트 하 시 는 토커 님 들 은 어떠세요 ㅠㅠ,sadness
제 가 지금 고민 이 많 아요 ㅠㅠ,sadness
하 틀 쉬 고 있 는디 뭐 가 이렇게 답답 한지,sadness
게다가 여러 가지 힘든 일 이 너무 많이 겹쳐서 지금 너무 힘들 어요,sadness
예민 한 성격 인지 참 돌 겠 네요,sadness
미치 겟 습니다,sadness
책상 에 분 이상 을 앉 아 있 지 를 못 해요,sadness
이 기억 을 안 고 살아가 기 엔 너무 가혹 해,sadness
수업 시간 에 도 마려울 수 있 는 거 잖 아 진짜 방광 터질 뻔 햇 다고,sadness
매일 번 씩 해야 하 니 손 도 아프 네요,sadness
다 들 상사 가 개떡 같 거나 또라이 라면 어떻게 시련 을 헤쳐 나가 셨 나요,sadness
회식 이 힘드 네요,sadness
제 가 사 는 이유 는 뭘까요 ㅎㅎ 캬 캬,sadness
kg 감량 중 인데 차 목표 까지 kg 나 남 았 네요 ㅠ,sadness
지금 죽 어도 상관없 어,sadness
연락 와 도 안 받 아 줘야 될까요,sadness
지금 죽 을 것 같 습니다,sadness
제기차기 하 고 씨름 도 하 고 족구 도 하 고 피엑스 가 서 냉동 돌려먹 고 ㅠㅠ,sadness
자세 한 답변 부탁 드립니다,sadness
